year,sex,age,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,continent
2011,female,55-74 years,0.36401832051223576,2.85,0.058187762444768205,-0.15462356530432733,Boomers,SA
2011,female,75+ years,-0.14946461734433591,2.38,0.058187762444768205,-0.15462356530432733,Silent,SA
2011,female,5-14 years,0.41602201934773614,0.84,0.058187762444768205,-0.15462356530432733,Generation Z,SA
2011,male,5-14 years,0.44674818931452587,0.78,0.058187762444768205,-0.15462356530432733,Generation Z,SA
2012,male,75+ years,-0.29557740527375254,32.68,0.06907038865055913,-0.141016737536975,Silent,SA
2012,male,15-24 years,0.4182516951589275,21.4,0.06907038865055913,-0.141016737536975,Millenials,SA
2012,male,25-34 years,0.3638651932695272,18.85,0.06907038865055913,-0.141016737536975,Millenials,SA
2012,male,55-74 years,0.2543572298533527,15.88,0.06907038865055913,-0.141016737536975,Boomers,SA
2012,male,35-54 years,0.7659591823145167,11.44,0.06907038865055913,-0.141016737536975,Generation X,SA
2012,female,15-24 years,0.39265413745126665,6.03,0.06907038865055913,-0.141016737536975,Millenials,SA
2012,female,35-54 years,0.804836885483721,3.28,0.06907038865055913,-0.141016737536975,Generation X,SA
2012,female,55-74 years,0.3792824735374867,3.24,0.06907038865055913,-0.141016737536975,Boomers,SA
2012,female,25-34 years,0.35370255486112284,3.16,0.06907038865055913,-0.141016737536975,Millenials,SA
2012,female,75+ years,-0.1436859173085664,2.57,0.06907038865055913,-0.141016737536975,Silent,SA
2012,male,5-14 years,0.45259718983734853,0.8,0.06907038865055913,-0.141016737536975,Generation Z,SA
2012,female,5-14 years,0.42174601282267155,0.49,0.06907038865055913,-0.141016737536975,Generation Z,SA
2013,male,75+ years,-0.292896783792882,24.03,0.07322746283788906,-0.14085790297159734,Silent,SA
2013,male,15-24 years,0.419723915176888,19.96,0.07322746283788906,-0.14085790297159734,Millenials,SA
2013,male,25-34 years,0.3646880924252513,15.25,0.07322746283788906,-0.14085790297159734,Millenials,SA
2013,male,55-74 years,0.268250139923865,13.75,0.07322746283788906,-0.14085790297159734,Boomers,SA
2013,male,35-54 years,0.7940264600418886,12.2,0.07322746283788906,-0.14085790297159734,Generation X,SA
2013,female,15-24 years,0.39364396830897513,4.93,0.07322746283788906,-0.14085790297159734,Millenials,SA
2013,female,25-34 years,0.35320763943226857,3.16,0.07322746283788906,-0.14085790297159734,Millenials,SA
2013,female,35-54 years,0.8319419412719362,3.08,0.07322746283788906,-0.14085790297159734,Generation X,SA
2013,female,55-74 years,0.39518572189958456,3.01,0.07322746283788906,-0.14085790297159734,Boomers,SA
2013,female,75+ years,-0.13841312514144488,2.23,0.07322746283788906,-0.14085790297159734,Silent,SA
2013,female,5-14 years,0.4271581277732257,0.91,0.07322746283788906,-0.14085790297159734,Generation Z,SA
2013,male,5-14 years,0.4581629433068807,0.91,0.07322746283788906,-0.14085790297159734,Generation Z,SA
2014,male,75+ years,-0.29088976879704803,27.16,0.05554358148827041,-0.1835314562030603,Silent,SA
2014,male,15-24 years,0.42120482689142963,21.13,0.05554358148827041,-0.1835314562030603,Millenials,SA
2014,male,25-34 years,0.366115064493363,16.2,0.05554358148827041,-0.1835314562030603,Millenials,SA
2014,male,55-74 years,0.2829460093755917,13.72,0.05554358148827041,-0.1835314562030603,Boomers,SA
2014,male,35-54 years,0.8221497225207683,12.73,0.05554358148827041,-0.1835314562030603,Generation X,SA
2014,female,15-24 years,0.3945852279210832,6.02,0.05554358148827041,-0.1835314562030603,Millenials,SA
2014,female,35-54 years,0.8586476902936896,3.77,0.05554358148827041,-0.1835314562030603,Generation X,SA
2014,female,25-34 years,0.35340575898669113,3.66,0.05554358148827041,-0.1835314562030603,Millenials,SA
2014,female,55-74 years,0.4116286223641159,3.15,0.05554358148827041,-0.1835314562030603,Boomers,SA
2014,female,75+ years,-0.1332231597299787,1.89,0.05554358148827041,-0.1835314562030603,Silent,SA
2014,female,5-14 years,0.431815598950031,0.99,0.05554358148827041,-0.1835314562030603,Generation Z,SA
2014,male,5-14 years,0.46300447394069794,0.93,0.05554358148827041,-0.1835314562030603,Generation Z,SA
2015,male,75+ years,-0.2894086014443717,34.38,0.10261921549109117,-0.0998256402490368,Silent,SA
2015,male,15-24 years,0.4232821423743167,18.74,0.10261921549109117,-0.0998256402490368,Millenials,SA
2015,male,55-74 years,0.29837300389267124,14.31,0.10261921549109117,-0.0998256402490368,Boomers,SA
2015,male,25-34 years,0.3694312023771941,14.13,0.10261921549109117,-0.0998256402490368,Millenials,SA
2015,male,35-54 years,0.8490727639570496,12.25,0.10261921549109117,-0.0998256402490368,Generation X,SA
2015,female,15-24 years,0.39608761323894287,4.51,0.10261921549109117,-0.0998256402490368,Millenials,SA
2015,female,55-74 years,0.4284457770579048,3.55,0.10261921549109117,-0.0998256402490368,Boomers,SA
2015,female,25-34 years,0.35553854794481654,3.52,0.10261921549109117,-0.0998256402490368,Millenials,SA
2015,female,35-54 years,0.8836322277542469,3.13,0.10261921549109117,-0.0998256402490368,Generation X,SA
2015,female,75+ years,-0.12777142086854004,2.01,0.10261921549109117,-0.0998256402490368,Silent,SA
2015,male,5-14 years,0.4671432553421183,1.06,0.10261921549109117,-0.0998256402490368,Generation Z,SA
2015,female,5-14 years,0.43571612560987494,0.54,0.10261921549109117,-0.0998256402490368,Generation Z,SA
1990,male,35-54 years,-0.3865487919018853,7.51,-0.304981483654823,-0.8529662044147448,Silent,AS
1990,male,75+ years,-0.4647229335049961,7.43,-0.304981483654823,-0.8529662044147448,G.I. Generation,AS
1990,male,55-74 years,-0.42461331016448567,5.98,-0.304981483654823,-0.8529662044147448,G.I. Generation,AS
1990,male,25-34 years,-0.3930931281511974,5.21,-0.304981483654823,-0.8529662044147448,Boomers,AS
1990,female,35-54 years,-0.38008114709299484,4.19,-0.304981483654823,-0.8529662044147448,Silent,AS
1990,male,15-24 years,-0.40193820761315824,3.67,-0.304981483654823,-0.8529662044147448,Generation X,AS
1990,female,55-74 years,-0.41431109333451394,2.68,-0.304981483654823,-0.8529662044147448,G.I. Generation,AS
1990,female,75+ years,-0.45909889454074354,2.04,-0.304981483654823,-0.8529662044147448,G.I. Generation,AS
1990,female,25-34 years,-0.38961644951875035,1.25,-0.304981483654823,-0.8529662044147448,Boomers,AS
1990,female,15-24 years,-0.4055171414995008,1.16,-0.304981483654823,-0.8529662044147448,Generation X,AS
1990,female,5-14 years,-0.3905878744307576,0.0,-0.304981483654823,-0.8529662044147448,Generation X,AS
1990,male,5-14 years,-0.3863187175806204,0.0,-0.304981483654823,-0.8529662044147448,Generation X,AS
1991,male,75+ years,-0.46423722104899245,17.36,-0.30511103170266346,-0.8591078076093475,G.I. Generation,AS
1991,male,25-34 years,-0.3913803526484477,6.37,-0.30511103170266346,-0.8591078076093475,Boomers,AS
1991,female,55-74 years,-0.40822690572773157,4.44,-0.30511103170266346,-0.8591078076093475,Silent,AS
1991,male,55-74 years,-0.4196794941640277,4.43,-0.30511103170266346,-0.8591078076093475,Silent,AS
1991,male,35-54 years,-0.382509709373013,4.02,-0.30511103170266346,-0.8591078076093475,Boomers,AS
1991,female,75+ years,-0.4580763420017885,3.78,-0.30511103170266346,-0.8591078076093475,G.I. Generation,AS
1991,female,35-54 years,-0.3702902065325006,2.27,-0.30511103170266346,-0.8591078076093475,Boomers,AS
1991,male,15-24 years,-0.3961096581411147,2.03,-0.30511103170266346,-0.8591078076093475,Generation X,AS
1991,female,25-34 years,-0.38414579343534105,1.17,-0.30511103170266346,-0.8591078076093475,Boomers,AS
1991,female,15-24 years,-0.3983848375402896,0.0,-0.30511103170266346,-0.8591078076093475,Generation X,AS
1991,female,5-14 years,-0.38225407123827426,0.0,-0.30511103170266346,-0.8591078076093475,Millenials,AS
1991,male,5-14 years,-0.3779849143881371,0.0,-0.30511103170266346,-0.8591078076093475,Millenials,AS
1992,male,75+ years,-0.4643906039298357,10.64,-0.30565859884494945,-0.872608745666448,G.I. Generation,AS
1992,male,55-74 years,-0.4166118365471627,6.97,-0.30565859884494945,-0.872608745666448,Silent,AS
1992,male,35-54 years,-0.37946761556962183,6.1,-0.30565859884494945,-0.872608745666448,Boomers,AS
1992,male,25-34 years,-0.39168711841013426,4.8,-0.30565859884494945,-0.872608745666448,Boomers,AS
1992,female,55-74 years,-0.4042645146392809,3.8,-0.30565859884494945,-0.872608745666448,Silent,AS
1992,female,75+ years,-0.4579485229344191,3.75,-0.30565859884494945,-0.872608745666448,G.I. Generation,AS
1992,male,15-24 years,-0.3948314674674209,3.0,-0.30565859884494945,-0.872608745666448,Generation X,AS
1992,female,35-54 years,-0.3665834535787887,1.46,-0.30565859884494945,-0.872608745666448,Boomers,AS
1992,female,15-24 years,-0.3974389764417562,0.34,-0.30565859884494945,-0.872608745666448,Generation X,AS
1992,female,25-34 years,-0.38445255919702753,0.0,-0.30565859884494945,-0.872608745666448,Boomers,AS
1992,female,5-14 years,-0.3800300194660471,0.0,-0.30565859884494945,-0.872608745666448,Millenials,AS
1992,male,5-14 years,-0.3756586073620144,0.0,-0.30565859884494945,-0.872608745666448,Millenials,AS
1993,female,75+ years,-0.45802521437484073,11.3,-0.30570762455039263,-0.8740912016099728,G.I. Generation,AS
1993,male,55-74 years,-0.4137231256246148,8.83,-0.30570762455039263,-0.8740912016099728,Silent,AS
1993,male,75+ years,-0.46433947630288797,7.04,-0.30570762455039263,-0.8740912016099728,G.I. Generation,AS
1993,male,35-54 years,-0.3765277770201262,6.72,-0.30570762455039263,-0.8740912016099728,Boomers,AS
1993,male,25-34 years,-0.39347658535330554,5.56,-0.30570762455039263,-0.8740912016099728,Boomers,AS
1993,female,55-74 years,-0.40101791032809875,5.07,-0.30570762455039263,-0.8740912016099728,Silent,AS
1993,male,15-24 years,-0.3936810958610965,2.3,-0.30570762455039263,-0.8740912016099728,Generation X,AS
1993,female,25-34 years,-0.3857307498707213,1.79,-0.30570762455039263,-0.8740912016099728,Boomers,AS
1993,female,35-54 years,-0.36320903020023715,1.42,-0.30570762455039263,-0.8740912016099728,Boomers,AS
1993,female,15-24 years,-0.39646755152974894,1.02,-0.30570762455039263,-0.8740912016099728,Generation X,AS
1993,female,5-14 years,-0.3784961906576146,0.0,-0.30570762455039263,-0.8740912016099728,Millenials,AS
1993,male,5-14 years,-0.3738691404188431,0.0,-0.30570762455039263,-0.8740912016099728,Millenials,AS
1994,male,75+ years,-0.4643906039298357,24.82,-0.3056293054207078,-0.8725028559561963,G.I. Generation,AS
1994,female,75+ years,-0.458383107763475,9.67,-0.3056293054207078,-0.8725028559561963,G.I. Generation,AS
1994,male,55-74 years,-0.41139681859849214,8.49,-0.3056293054207078,-0.8725028559561963,Silent,AS
1994,male,35-54 years,-0.3738180127918954,8.1,-0.3056293054207078,-0.8725028559561963,Boomers,AS
1994,female,55-74 years,-0.3984870927941851,6.29,-0.3056293054207078,-0.8725028559561963,Silent,AS
1994,male,25-34 years,-0.3956750733120588,3.37,-0.3056293054207078,-0.8725028559561963,Boomers,AS
1994,male,15-24 years,-0.39278636238951087,1.95,-0.3056293054207078,-0.8725028559561963,Generation X,AS
1994,female,35-54 years,-0.35986017063515946,1.6,-0.3056293054207078,-0.8725028559561963,Boomers,AS
1994,female,15-24 years,-0.39552169043121554,1.34,-0.3056293054207078,-0.8725028559561963,Generation X,AS
1994,male,5-14 years,-0.373076662201153,0.52,-0.3056293054207078,-0.8725028559561963,Millenials,AS
1994,female,25-34 years,-0.3882104397776872,0.31,-0.3056293054207078,-0.8725028559561963,Boomers,AS
1994,female,5-14 years,-0.37778040388034606,0.27,-0.3056293054207078,-0.8725028559561963,Millenials,AS
1995,male,55-74 years,-0.4096584792822686,11.97,-0.30552394106473796,-0.8704380066062867,Silent,AS
1995,male,35-54 years,-0.37057140848071324,8.1,-0.30552394106473796,-0.8704380066062867,Boomers,AS
1995,male,25-34 years,-0.39759235932259945,7.25,-0.30552394106473796,-0.8704380066062867,Generation X,AS
1995,male,75+ years,-0.4644417315567835,7.14,-0.30552394106473796,-0.8704380066062867,G.I. Generation,AS
1995,female,75+ years,-0.4584597992038966,3.89,-0.30552394106473796,-0.8704380066062867,G.I. Generation,AS
1995,female,55-74 years,-0.39613522195458856,3.73,-0.30552394106473796,-0.8704380066062867,Silent,AS
1995,female,25-34 years,-0.39150817171581714,3.51,-0.30552394106473796,-0.8704380066062867,Generation X,AS
1995,male,15-24 years,-0.3914314802753955,3.19,-0.30552394106473796,-0.8704380066062867,Generation X,AS
1995,female,35-54 years,-0.35564214141197004,1.76,-0.30552394106473796,-0.8704380066062867,Boomers,AS
1995,female,15-24 years,-0.39409011687667855,0.99,-0.30552394106473796,-0.8704380066062867,Generation X,AS
1995,male,5-14 years,-0.3723608754238845,0.26,-0.30552394106473796,-0.8704380066062867,Millenials,AS
1995,female,5-14 years,-0.37709018091655144,0.0,-0.30552394106473796,-0.8704380066062867,Millenials,AS
1996,male,75+ years,-0.4644672953702573,10.75,-0.30543543619462543,-0.8687437712422584,G.I. Generation,AS
1996,male,55-74 years,-0.40866149055678747,7.31,-0.30543543619462543,-0.8687437712422584,Silent,AS
1996,male,35-54 years,-0.3668390917135274,5.86,-0.30543543619462543,-0.8687437712422584,Boomers,AS
1996,male,25-34 years,-0.398921677623241,4.57,-0.30543543619462543,-0.8687437712422584,Generation X,AS
1996,female,55-74 years,-0.39442244645183894,3.97,-0.30543543619462543,-0.8687437712422584,Silent,AS
1996,female,35-54 years,-0.351142910240568,1.49,-0.30543543619462543,-0.8687437712422584,Boomers,AS
1996,male,15-24 years,-0.38979539621306747,1.25,-0.30543543619462543,-0.8687437712422584,Generation X,AS
1996,female,25-34 years,-0.3945247017057344,1.0,-0.30543543619462543,-0.8687437712422584,Generation X,AS
1996,female,15-24 years,-0.3923006499335073,0.32,-0.30543543619462543,-0.8687437712422584,Generation X,AS
1996,female,5-14 years,-0.3765277770201262,0.27,-0.30543543619462543,-0.8687437712422584,Millenials,AS
1996,male,5-14 years,-0.3718240353409331,0.26,-0.30543543619462543,-0.8687437712422584,Millenials,AS
1996,female,75+ years,-0.4585364906443183,0.0,-0.30543543619462543,-0.8687437712422584,G.I. Generation,AS
1997,male,55-74 years,-0.40866149055678747,8.53,-0.3054061824667264,-0.8683731572563772,Silent,AS
1997,male,35-54 years,-0.3626977539307596,6.1,-0.3054061824667264,-0.8683731572563772,Boomers,AS
1997,female,75+ years,-0.4584597992038966,5.84,-0.3054061824667264,-0.8683731572563772,G.I. Generation,AS
1997,male,75+ years,-0.46431391248941406,3.51,-0.3054061824667264,-0.8683731572563772,G.I. Generation,AS
1997,male,25-34 years,-0.3995096453331401,3.19,-0.3054061824667264,-0.8683731572563772,Generation X,AS
1997,female,55-74 years,-0.393783351114992,2.63,-0.3054061824667264,-0.8683731572563772,Silent,AS
1997,male,15-24 years,-0.3879292378294746,1.22,-0.3054061824667264,-0.8683731572563772,Generation X,AS
1997,female,35-54 years,-0.3463624771209533,0.61,-0.3054061824667264,-0.8683731572563772,Boomers,AS
1997,female,25-34 years,-0.39639086008932733,0.34,-0.3054061824667264,-0.8683731572563772,Generation X,AS
1997,male,5-14 years,-0.37202854584872413,0.26,-0.3054061824667264,-0.8683731572563772,Millenials,AS
1997,female,15-24 years,-0.3906901296846531,0.0,-0.3054061824667264,-0.8683731572563772,Generation X,AS
1997,female,5-14 years,-0.3768089789683388,0.0,-0.3054061824667264,-0.8683731572563772,Millenials,AS
1998,male,75+ years,-0.46403271054120143,6.76,-0.30523128409958605,-0.8648258519629429,G.I. Generation,AS
1998,male,55-74 years,-0.40940284114752984,6.58,-0.30523128409958605,-0.8648258519629429,Silent,AS
1998,male,35-54 years,-0.3578406293707233,4.49,-0.30523128409958605,-0.8648258519629429,Boomers,AS
1998,male,25-34 years,-0.39996979397566984,2.14,-0.30523128409958605,-0.8648258519629429,Generation X,AS
1998,female,55-74 years,-0.39439688263836503,1.99,-0.30523128409958605,-0.8648258519629429,Silent,AS
1998,female,75+ years,-0.45802521437484073,1.88,-0.30523128409958605,-0.8648258519629429,G.I. Generation,AS
1998,female,35-54 years,-0.3412752782396521,1.77,-0.30523128409958605,-0.8648258519629429,Boomers,AS
1998,male,15-24 years,-0.3859352603785123,1.19,-0.30523128409958605,-0.8648258519629429,Generation X,AS
1998,female,25-34 years,-0.3976434869495472,0.35,-0.30523128409958605,-0.8648258519629429,Generation X,AS
1998,female,5-14 years,-0.3783939354037191,0.27,-0.30523128409958605,-0.8648258519629429,Millenials,AS
1998,female,15-24 years,-0.38920742850316836,0.0,-0.30523128409958605,-0.8648258519629429,Generation X,AS
1998,male,5-14 years,-0.3735112470302089,0.0,-0.30523128409958605,-0.8648258519629429,Millenials,AS
1999,male,55-74 years,-0.4107321594481714,6.3,-0.3052644733707569,-0.865725914500083,Silent,AS
1999,female,75+ years,-0.4570793532763074,5.28,-0.3052644733707569,-0.865725914500083,G.I. Generation,AS
1999,male,35-54 years,-0.35290681337026536,4.74,-0.3052644733707569,-0.865725914500083,Boomers,AS
1999,female,55-74 years,-0.39572620093900657,3.03,-0.3052644733707569,-0.865725914500083,Silent,AS
1999,male,25-34 years,-0.40007204922956535,2.14,-0.3052644733707569,-0.865725914500083,Generation X,AS
1999,male,15-24 years,-0.3836600809793374,1.74,-0.3052644733707569,-0.865725914500083,Generation X,AS
1999,female,35-54 years,-0.33593244122361215,0.75,-0.3052644733707569,-0.865725914500083,Boomers,AS
1999,female,25-34 years,-0.398921677623241,0.7,-0.3052644733707569,-0.865725914500083,Generation X,AS
1999,female,15-24 years,-0.38731570630610157,0.0,-0.3052644733707569,-0.865725914500083,Generation X,AS
1999,female,5-14 years,-0.38153828446100574,0.0,-0.3052644733707569,-0.865725914500083,Millenials,AS
1999,male,5-14 years,-0.3766044684605478,0.0,-0.3052644733707569,-0.865725914500083,Millenials,AS
1999,male,75+ years,-0.4633424875774068,0.0,-0.3052644733707569,-0.865725914500083,G.I. Generation,AS
2000,male,75+ years,-0.46198760546329143,10.64,-0.30521901311343946,-0.8649317416731948,G.I. Generation,AS
2000,female,75+ years,-0.45459966336934143,7.52,-0.30521901311343946,-0.8649317416731948,G.I. Generation,AS
2000,male,55-74 years,-0.4117035843601786,5.98,-0.30521901311343946,-0.8649317416731948,Silent,AS
2000,male,35-54 years,-0.34861209270665433,3.74,-0.30521901311343946,-0.8649317416731948,Boomers,AS
2000,male,25-34 years,-0.3991773157579797,1.76,-0.30521901311343946,-0.8649317416731948,Generation X,AS
2000,male,15-24 years,-0.38008114709299484,1.68,-0.30521901311343946,-0.8649317416731948,Generation X,AS
2000,female,25-34 years,-0.3999186663487221,1.43,-0.30521901311343946,-0.8649317416731948,Generation X,AS
2000,female,55-74 years,-0.3967743172914354,1.37,-0.30521901311343946,-0.8649317416731948,Silent,AS
2000,female,35-54 years,-0.3296437431090388,0.18,-0.30521901311343946,-0.8649317416731948,Boomers,AS
2000,female,15-24 years,-0.3844014315700798,0.0,-0.30521901311343946,-0.8649317416731948,Generation X,AS
2000,female,5-14 years,-0.38775029113515747,0.0,-0.30521901311343946,-0.8649317416731948,Millenials,AS
2000,male,5-14 years,-0.38258640081343465,0.0,-0.30521901311343946,-0.8649317416731948,Millenials,AS
2001,male,55-74 years,-0.4134150816722546,7.47,-0.3050766749003004,-0.8619138849310193,Silent,AS
2001,male,75+ years,-0.46132550269431805,7.46,-0.3050766749003004,-0.8619138849310193,Silent,AS
2001,female,75+ years,-0.45465513684457975,6.03,-0.3050766749003004,-0.8619138849310193,Silent,AS
2001,male,35-54 years,-0.345334300543034,3.85,-0.3050766749003004,-0.8619138849310193,Boomers,AS
2001,female,55-74 years,-0.39756653987099083,1.38,-0.3050766749003004,-0.8619138849310193,Silent,AS
2001,male,15-24 years,-0.37925083443136337,1.11,-0.3050766749003004,-0.8619138849310193,Millenials,AS
2001,male,5-14 years,-0.385253473473164,0.89,-0.3050766749003004,-0.8619138849310193,Millenials,AS
2001,male,25-34 years,-0.398909918269043,0.7,-0.3050766749003004,-0.8619138849310193,Generation X,AS
2001,female,35-54 years,-0.3275152999992039,0.53,-0.3050766749003004,-0.8619138849310193,Boomers,AS
2001,female,25-34 years,-0.4000329365949503,0.36,-0.3050766749003004,-0.8619138849310193,Generation X,AS
2001,female,15-24 years,-0.38302916606280213,0.0,-0.3050766749003004,-0.8619138849310193,Millenials,AS
2001,female,5-14 years,-0.3899214258134937,0.0,-0.3050766749003004,-0.8619138849310193,Millenials,AS
2002,male,75+ years,-0.4641689656670172,10.32,-0.30489927715434784,-0.8512719690507166,Silent,AS
2002,male,55-74 years,-0.42136031489993503,9.67,-0.30489927715434784,-0.8512719690507166,Silent,AS
2002,male,25-34 years,-0.41883512140498563,5.81,-0.30489927715434784,-0.8512719690507166,Generation X,AS
2002,male,35-54 years,-0.36462424291415085,5.26,-0.30489927715434784,-0.8512719690507166,Boomers,AS
2002,female,75+ years,-0.4566312196261103,1.71,-0.30489927715434784,-0.8512719690507166,Silent,AS
2002,male,15-24 years,-0.3966081525038552,1.7,-0.30489927715434784,-0.8512719690507166,Millenials,AS
2002,female,35-54 years,-0.35145172110733236,1.28,-0.30489927715434784,-0.8512719690507166,Boomers,AS
2002,female,55-74 years,-0.4072156012667051,1.19,-0.30489927715434784,-0.8512719690507166,Silent,AS
2002,female,25-34 years,-0.41460686665640667,0.45,-0.30489927715434784,-0.8512719690507166,Generation X,AS
2002,male,5-14 years,-0.39638855934611467,0.34,-0.30489927715434784,-0.8512719690507166,Millenials,AS
2002,female,15-24 years,-0.39625307113470315,0.34,-0.30489927715434784,-0.8512719690507166,Millenials,AS
2002,female,5-14 years,-0.40034225873798424,0.0,-0.30489927715434784,-0.8512719690507166,Millenials,AS
2003,male,75+ years,-0.46329263814113275,9.23,-0.30460296248592517,-0.8438596893330926,Silent,AS
2003,male,55-74 years,-0.4219636208979185,7.21,-0.30460296248592517,-0.8438596893330926,Silent,AS
2003,male,35-54 years,-0.36346441269684115,4.96,-0.30460296248592517,-0.8438596893330926,Boomers,AS
2003,female,75+ years,-0.45551101331968513,4.77,-0.30460296248592517,-0.8438596893330926,Silent,AS
2003,male,25-34 years,-0.41773280976799215,4.75,-0.30460296248592517,-0.8438596893330926,Generation X,AS
2003,female,55-74 years,-0.40771332871504146,1.2,-0.30460296248592517,-0.8438596893330926,Silent,AS
2003,female,35-54 years,-0.3504376046268238,0.63,-0.30460296248592517,-0.8438596893330926,Boomers,AS
2003,male,5-14 years,-0.39901063969413003,0.35,-0.30460296248592517,-0.8438596893330926,Millenials,AS
2003,male,15-24 years,-0.39467757331030817,0.33,-0.30460296248592517,-0.8438596893330926,Millenials,AS
2003,female,15-24 years,-0.39488770785706345,0.0,-0.30460296248592517,-0.8438596893330926,Millenials,AS
2003,female,25-34 years,-0.4140010042770758,0.0,-0.30460296248592517,-0.8438596893330926,Generation X,AS
2003,female,5-14 years,-0.40335955564230574,0.0,-0.30460296248592517,-0.8438596893330926,Millenials,AS
2006,male,75+ years,-0.45929752537143553,12.47,-0.3021419236711124,-0.7706898995491201,Silent,AS
2006,male,55-74 years,-0.4244277168786654,11.38,-0.3021419236711124,-0.7706898995491201,Silent,AS
2006,male,35-54 years,-0.37769195308572645,4.63,-0.3021419236711124,-0.7706898995491201,Boomers,AS
2006,male,15-24 years,-0.4010110080984608,3.62,-0.3021419236711124,-0.7706898995491201,Millenials,AS
2006,female,55-74 years,-0.4105672728512649,3.35,-0.3021419236711124,-0.7706898995491201,Silent,AS
2006,male,25-34 years,-0.42344197623111274,3.19,-0.3021419236711124,-0.7706898995491201,Generation X,AS
2006,female,75+ years,-0.45148496833568447,2.54,-0.3021419236711124,-0.7706898995491201,Silent,AS
2006,female,35-54 years,-0.35644049930675914,1.11,-0.3021419236711124,-0.7706898995491201,Boomers,AS
2006,female,25-34 years,-0.41641141624952754,0.93,-0.3021419236711124,-0.7706898995491201,Generation X,AS
2006,male,5-14 years,-0.4148630160674149,0.45,-0.3021419236711124,-0.7706898995491201,Millenials,AS
2006,female,15-24 years,-0.39721759381707245,0.0,-0.3021419236711124,-0.7706898995491201,Millenials,AS
2006,female,5-14 years,-0.41965520854122756,0.0,-0.3021419236711124,-0.7706898995491201,Millenials,AS
2007,male,75+ years,-0.45899766183938695,14.2,-0.3002006532331734,-0.7147801325361861,Silent,AS
2007,male,55-74 years,-0.42423240934372497,7.02,-0.3002006532331734,-0.7147801325361861,Silent,AS
2007,male,35-54 years,-0.3790102789465742,5.25,-0.3002006532331734,-0.7147801325361861,Boomers,AS
2007,female,55-74 years,-0.4099913201336985,3.32,-0.3002006532331734,-0.7147801325361861,Silent,AS
2007,male,15-24 years,-0.4020179667111968,2.57,-0.3002006532331734,-0.7147801325361861,Millenials,AS
2007,male,25-34 years,-0.42262930260077824,2.09,-0.3002006532331734,-0.7147801325361861,Generation X,AS
2007,female,35-54 years,-0.3578874111493805,1.8,-0.3002006532331734,-0.7147801325361861,Boomers,AS
2007,female,75+ years,-0.4513505026768119,1.26,-0.3002006532331734,-0.7147801325361861,Silent,AS
2007,female,15-24 years,-0.39784544107599085,1.04,-0.3002006532331734,-0.7147801325361861,Millenials,AS
2007,male,5-14 years,-0.4177570953907923,0.47,-0.3002006532331734,-0.7147801325361861,Generation Z,AS
2007,female,25-34 years,-0.4153223977955404,0.0,-0.3002006532331734,-0.7147801325361861,Generation X,AS
2007,female,5-14 years,-0.42290309104308343,0.0,-0.3002006532331734,-0.7147801325361861,Generation Z,AS
2008,male,75+ years,-0.45961374974410735,14.93,-0.2985112461447855,-0.6902666646129015,Silent,AS
2008,male,55-74 years,-0.4207332345554209,9.05,-0.2985112461447855,-0.6902666646129015,Silent,AS
2008,male,35-54 years,-0.3617649303770979,2.56,-0.2985112461447855,-0.6902666646129015,Boomers,AS
2008,female,35-54 years,-0.3495321343535791,2.09,-0.2985112461447855,-0.6902666646129015,Boomers,AS
2008,female,55-74 years,-0.4050661958298217,1.92,-0.2985112461447855,-0.6902666646129015,Silent,AS
2008,male,25-34 years,-0.40764149439917985,1.6,-0.2985112461447855,-0.6902666646129015,Generation X,AS
2008,male,15-24 years,-0.3903593339383012,0.94,-0.2985112461447855,-0.6902666646129015,Millenials,AS
2008,female,25-34 years,-0.4064814085437354,0.79,-0.2985112461447855,-0.6902666646129015,Generation X,AS
2008,female,5-14 years,-0.42096663217243735,0.5,-0.2985112461447855,-0.6902666646129015,Generation Z,AS
2008,male,5-14 years,-0.4151301579182169,0.45,-0.2985112461447855,-0.6902666646129015,Generation Z,AS
2008,female,15-24 years,-0.39260511495198114,0.32,-0.2985112461447855,-0.6902666646129015,Millenials,AS
2008,female,75+ years,-0.45078273037955713,0.0,-0.2985112461447855,-0.6902666646129015,Silent,AS
2009,male,75+ years,-0.45862366324826415,15.76,-0.3005847761804567,-0.7227748056601947,Silent,AS
2009,male,55-74 years,-0.4231224285626893,5.8,-0.3005847761804567,-0.7227748056601947,Silent,AS
2009,male,35-54 years,-0.3816932011706574,4.83,-0.3005847761804567,-0.7227748056601947,Boomers,AS
2009,male,15-24 years,-0.40519196979211314,1.92,-0.3005847761804567,-0.7227748056601947,Millenials,AS
2009,female,75+ years,-0.45121808212301723,1.25,-0.3005847761804567,-0.7227748056601947,Silent,AS
2009,female,55-74 years,-0.4080052674649131,1.21,-0.3005847761804567,-0.7227748056601947,Silent,AS
2009,male,25-34 years,-0.42081810641615414,1.01,-0.3005847761804567,-0.7227748056601947,Generation X,AS
2009,female,25-34 years,-0.4126540469451373,0.87,-0.3005847761804567,-0.7227748056601947,Generation X,AS
2009,female,35-54 years,-0.36080858811504024,0.69,-0.3005847761804567,-0.7227748056601947,Boomers,AS
2009,female,15-24 years,-0.4003954314700099,0.36,-0.3005847761804567,-0.7227748056601947,Millenials,AS
